"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"CEER_BROADN","Daily Nominal Canadian Effective Exchange Rates","Nominal Canadian Effective Exchange Rate (CEER) (1999=100)"
"CEER_BROADN_XUS","Daily Nominal CEER excluding the U.S. dollar","Nominal Canadian Effective Exchange Rate (CEER) excluding the U.S. dollar  (1999=100)"
"CEER_MCN","Daily Nominal CEER versus Major Currencies","Nominal Canadian Effective Exchange Rate (CEER) versus Major Currencies  (1999=100)"
"CEER_OITPN","Daily Nominal CEER versus Other Important Trading Partners","Nominal Canadian Effective Exchange Rate (CEER) versus Other Important Trading Partners  (1999=100)"

"OBSERVATIONS"
"date","CEER_BROADN","CEER_BROADN_XUS","CEER_MCN","CEER_OITPN"
"2003-12-17","110.73","109.46","108.00","123.26"
"2003-12-18","110.40","109.15","107.72","122.70"
"2003-12-19","109.55","108.33","106.88","121.83"
"2003-12-22","110.18","108.90","107.46","122.68"
"2003-12-23","110.80","109.51","108.07","123.35"
"2003-12-24","111.82","110.39","109.04","124.64"
"2003-12-25","111.82","110.39","109.04","124.64"
"2003-12-26","111.82","110.39","109.04","124.64"
"2003-12-29","111.76","110.22","109.01","124.43"
"2003-12-30","112.30","110.66","109.53","125.05"
"2003-12-31","113.15","111.38","110.33","126.14"
"2004-01-01","113.15","111.38","110.33","126.14"
"2004-01-02","113.25","111.34","110.50","125.92"
"2004-01-05","113.81","111.54","111.08","126.42"
"2004-01-06","113.50","111.04","110.78","126.08"
"2004-01-07","113.06","110.75","110.40","125.35"
"2004-01-08","113.69","111.13","111.02","126.07"
"2004-01-09","114.42","111.69","111.73","126.85"
"2004-01-12","114.00","111.26","111.41","126.05"
"2004-01-13","114.18","111.55","111.57","126.28"
"2004-01-14","112.93","110.33","110.36","124.87"
"2004-01-15","112.23","109.95","109.68","124.04"
"2004-01-16","112.57","110.68","110.10","124.03"
"2004-01-19","112.32","110.58","109.87","123.71"
"2004-01-20","113.37","111.21","110.80","125.29"
"2004-01-21","112.04","109.86","109.43","124.15"
"2004-01-22","112.23","109.82","109.53","124.70"
"2004-01-23","111.08","108.88","108.49","123.07"
"2004-01-26","111.00","108.88","108.43","122.89"
"2004-01-27","111.53","109.16","108.94","123.56"
"2004-01-28","110.15","107.84","107.57","122.06"
"2004-01-29","109.69","108.04","107.05","121.85"
"2004-01-30","110.14","108.29","107.53","122.21"
"2004-02-02","109.17","107.35","106.59","121.07"
"2004-02-03","109.07","107.04","106.40","121.38"
"2004-02-04","109.45","107.41","106.82","121.59"
"2004-02-05","109.56","107.56","106.79","122.28"
"2004-02-06","109.61","107.40","106.87","122.25"
"2004-02-09","109.48","107.24","106.76","121.99"
"2004-02-10","109.48","107.10","106.75","122.03"
"2004-02-11","110.19","107.55","107.46","122.75"
"2004-02-12","110.05","107.38","107.37","122.41"
"2004-02-13","110.50","107.94","107.82","122.87"
"2004-02-16","110.46","107.82","107.79","122.79"
"2004-02-17","110.74","107.97","108.04","123.19"
"2004-02-18","110.17","107.52","107.52","122.43"
"2004-02-19","109.65","107.34","107.00","121.92"
"2004-02-20","108.66","106.79","106.10","120.50"
"2004-02-23","109.31","107.40","106.70","121.38"
"2004-02-24","109.80","107.71","107.07","122.37"
"2004-02-25","109.38","107.69","106.77","121.47"
"2004-02-26","109.01","107.48","106.42","120.98"
"2004-02-27","109.23","107.65","106.65","121.13"
"2004-03-01","109.21","107.51","106.70","120.86"
"2004-03-02","109.30","108.09","106.89","120.48"
"2004-03-03","109.18","108.27","106.78","120.34"
"2004-03-04","110.23","109.08","107.80","121.52"
"2004-03-05","111.12","109.65","108.68","122.46"
"2004-03-08","110.86","109.52","108.43","122.19"
"2004-03-09","111.05","109.53","108.59","122.50"
"2004-03-10","110.70","109.57","108.31","121.81"
"2004-03-11","111.06","109.92","108.63","122.37"
"2004-03-12","109.94","108.95","107.56","121.03"
"2004-03-15","110.25","109.14","107.85","121.45"
"2004-03-16","110.05","108.80","107.57","121.59"
"2004-03-17","109.41","108.14","106.99","120.67"
"2004-03-18","109.98","108.23","107.46","121.70"
"2004-03-19","110.00","108.43","107.54","121.40"
"2004-03-22","110.08","108.28","107.57","121.70"
"2004-03-23","109.83","108.13","107.34","121.40"
"2004-03-24","109.37","107.83","106.92","120.77"
"2004-03-25","110.22","108.80","107.74","121.71"
"2004-03-26","111.15","109.85","108.65","122.75"
"2004-03-29","112.02","110.64","109.42","124.02"
"2004-03-30","112.03","110.55","109.41","124.18"
"2004-03-31","111.50","109.66","108.89","123.60"
"2004-04-01","111.35","109.28","108.73","123.46"
"2004-04-02","111.32","109.77","108.79","123.03"
"2004-04-05","111.59","110.28","109.14","123.01"
"2004-04-06","111.95","110.51","109.44","123.60"
"2004-04-07","111.48","109.87","108.92","123.34"
"2004-04-08","110.56","109.17","108.08","122.08"
"2004-04-09","110.56","109.17","108.08","122.08"
"2004-04-12","109.60","108.21","107.11","121.16"
"2004-04-13","110.09","109.12","107.66","121.39"
"2004-04-14","109.64","108.94","107.21","120.93"
"2004-04-15","109.44","108.82","107.02","120.70"
"2004-04-16","109.41","108.48","106.93","120.91"
"2004-04-19","109.28","108.40","106.83","120.66"
"2004-04-20","108.94","108.32","106.49","120.30"
"2004-04-21","108.72","108.36","106.31","119.92"
"2004-04-22","108.76","108.41","106.35","119.97"
"2004-04-23","108.60","108.32","106.20","119.78"
"2004-04-26","108.84","108.31","106.43","120.03"
"2004-04-27","109.12","108.55","106.68","120.43"
"2004-04-28","108.10","107.81","105.69","119.28"
"2004-04-29","107.89","107.57","105.37","119.59"
"2004-04-30","107.79","107.44","105.28","119.42"
"2004-05-03","107.62","107.37","105.09","119.33"
"2004-05-04","107.70","107.14","105.13","119.58"
"2004-05-05","107.19","106.32","104.62","119.08"
"2004-05-06","107.02","106.43","104.42","118.97"
"2004-05-07","107.04","107.19","104.44","119.03"
"2004-05-10","106.80","107.36","104.15","119.00"
"2004-05-11","107.31","107.90","104.66","119.53"
"2004-05-12","107.04","107.40","104.35","119.43"
"2004-05-13","106.60","107.27","103.97","118.74"
"2004-05-14","106.80","107.30","104.17","118.89"
"2004-05-17","107.18","107.45","104.51","119.46"
"2004-05-18","106.73","107.03","104.10","118.87"
"2004-05-19","107.66","107.73","104.97","120.06"
"2004-05-20","108.41","108.78","105.65","121.08"
"2004-05-21","107.95","108.02","105.17","120.70"
"2004-05-24","107.95","108.02","105.17","120.70"
"2004-05-25","107.51","107.34","104.77","120.15"
"2004-05-26","107.93","107.72","105.15","120.68"
"2004-05-27","108.56","107.90","105.74","121.53"
"2004-05-28","107.91","107.23","105.17","120.49"
"2004-05-31","108.10","107.43","105.33","120.83"
"2004-06-01","107.78","107.21","104.99","120.59"
"2004-06-02","108.24","107.56","105.47","120.99"
"2004-06-03","108.46","107.96","105.70","121.12"
"2004-06-04","109.21","108.59","106.44","121.96"
"2004-06-07","109.37","108.41","106.61","122.06"
"2004-06-08","109.28","108.43","106.54","121.92"
"2004-06-09","108.94","108.38","106.26","121.31"
"2004-06-10","108.66","108.04","105.95","121.14"
"2004-06-11","108.29","107.98","105.61","120.65"
"2004-06-14","108.06","107.82","105.35","120.56"
"2004-06-15","107.76","107.22","105.02","120.34"
"2004-06-16","107.32","107.03","104.66","119.58"
"2004-06-17","107.34","106.88","104.69","119.54"
"2004-06-18","108.04","107.39","105.32","120.56"
"2004-06-21","108.07","107.41","105.37","120.47"
"2004-06-22","108.55","108.00","105.85","121.00"
"2004-06-23","108.34","107.78","105.63","120.81"
"2004-06-24","109.55","108.65","106.80","122.21"
"2004-06-25","109.16","108.35","106.45","121.66"
"2004-06-28","109.62","108.83","106.80","122.59"
"2004-06-29","109.60","109.05","106.77","122.60"
"2004-06-30","110.07","109.52","107.23","123.13"
"2004-07-01","110.07","109.52","107.23","123.13"
"2004-07-02","110.97","109.99","108.12","124.08"
"2004-07-05","110.98","110.05","108.17","123.89"
"2004-07-06","110.93","110.02","108.08","124.04"
"2004-07-07","111.25","110.04","108.37","124.50"
"2004-07-08","111.61","110.48","108.67","125.08"
"2004-07-09","111.15","109.95","108.25","124.48"
"2004-07-12","111.28","110.02","108.38","124.64"
"2004-07-13","110.93","109.97","108.08","124.02"
"2004-07-14","111.10","109.96","108.23","124.27"
"2004-07-15","111.10","110.09","108.22","124.30"
"2004-07-16","112.10","110.78","109.20","125.45"
"2004-07-19","112.09","110.68","109.21","125.31"
"2004-07-20","112.06","110.81","109.19","125.24"
"2004-07-21","111.28","110.57","108.46","124.25"
"2004-07-22","112.10","111.24","109.23","125.29"
"2004-07-23","111.63","111.09","108.83","124.55"
"2004-07-26","110.78","110.26","107.95","123.79"
"2004-07-27","110.78","110.53","107.98","123.65"
"2004-07-28","111.19","111.00","108.42","123.93"
"2004-07-29","111.61","111.36","108.86","124.30"
"2004-07-30","111.23","110.96","108.51","123.77"
"2004-08-02","111.23","110.96","108.51","123.77"
"2004-08-03","112.00","111.62","109.23","124.74"
"2004-08-04","112.37","112.09","109.57","125.28"
"2004-08-05","112.19","111.92","109.41","125.00"
"2004-08-06","112.40","111.57","109.54","125.56"
"2004-08-09","111.84","111.02","109.06","124.67"
"2004-08-10","112.04","111.18","109.23","124.96"
"2004-08-11","111.35","110.69","108.56","124.21"
"2004-08-12","110.65","110.03","107.89","123.37"
"2004-08-13","112.32","111.38","109.48","125.41"
"2004-08-16","112.53","111.61","109.71","125.52"
"2004-08-17","112.45","111.46","109.67","125.26"
"2004-08-18","112.52","111.56","109.74","125.32"
"2004-08-19","113.31","112.14","110.49","126.30"
"2004-08-20","113.25","112.16","110.47","126.09"
"2004-08-23","112.71","111.86","109.97","125.35"
"2004-08-24","112.99","112.36","110.30","125.43"
"2004-08-25","113.14","112.59","110.46","125.55"
"2004-08-26","112.44","111.85","109.76","124.80"
"2004-08-27","112.63","112.11","109.97","124.93"
"2004-08-30","112.05","111.56","109.38","124.39"
"2004-08-31","111.81","110.97","109.12","124.24"
"2004-09-01","112.74","111.99","110.03","125.25"
"2004-09-02","113.43","112.76","110.67","126.17"
"2004-09-03","113.61","113.26","110.89","126.18"
"2004-09-06","113.61","113.26","110.89","126.18"
"2004-09-07","114.65","114.15","111.86","127.52"
"2004-09-08","114.27","113.61","111.46","127.22"
"2004-09-09","114.51","113.84","111.72","127.38"
"2004-09-10","114.33","113.48","111.48","127.45"
"2004-09-13","113.31","112.56","110.53","126.12"
"2004-09-14","113.97","113.11","111.14","127.03"
"2004-09-15","113.61","113.06","110.88","126.20"
"2004-09-16","114.26","113.50","111.52","126.92"
"2004-09-17","113.37","112.64","110.68","125.82"
"2004-09-20","113.84","113.08","111.16","126.22"
"2004-09-21","114.20","113.25","111.49","126.71"
"2004-09-22","114.82","113.90","112.12","127.30"
"2004-09-23","115.06","114.05","112.33","127.68"
"2004-09-24","115.35","114.43","112.63","127.95"
"2004-09-27","115.52","114.57","112.77","128.24"
"2004-09-28","115.38","114.45","112.64","128.04"
"2004-09-29","115.63","114.67","112.87","128.35"
"2004-09-30","116.14","114.87","113.35","129.05"
"2004-10-01","116.24","114.96","113.51","128.84"
"2004-10-04","115.62","114.65","112.97","127.90"
"2004-10-05","116.47","115.41","113.82","128.80"
"2004-10-06","116.77","115.73","114.13","129.06"
"2004-10-07","116.95","115.93","114.29","129.32"
"2004-10-08","117.14","115.63","114.45","129.61"
"2004-10-11","117.14","115.63","114.45","129.61"
"2004-10-12","116.78","115.52","114.11","129.17"
"2004-10-13","116.29","115.15","113.62","128.65"
"2004-10-14","117.14","115.78","114.38","129.89"
"2004-10-15","117.10","115.61","114.24","130.27"
"2004-10-18","116.83","115.36","113.95","130.14"
"2004-10-19","116.79","115.23","113.90","130.11"
"2004-10-20","117.65","115.85","114.69","131.30"
"2004-10-21","117.59","115.67","114.64","131.18"
"2004-10-22","118.03","116.07","115.07","131.65"
"2004-10-25","119.19","116.90","116.09","133.41"
"2004-10-26","119.03","116.78","115.97","133.10"
"2004-10-27","119.00","116.77","115.97","132.90"
"2004-10-28","119.51","117.19","116.44","133.62"
"2004-10-29","119.39","117.05","116.35","133.41"
"2004-11-01","119.23","116.95","116.19","133.19"
"2004-11-02","118.83","116.55","115.86","132.50"
"2004-11-03","120.13","117.60","117.14","133.92"
"2004-11-04","120.61","117.86","117.61","134.42"
"2004-11-05","121.13","118.17","118.10","135.11"
"2004-11-08","121.75","118.81","118.68","135.87"
"2004-11-09","121.42","118.50","118.37","135.46"
"2004-11-10","121.34","118.59","118.32","135.25"
"2004-11-11","121.34","118.59","118.32","135.25"
"2004-11-12","121.59","118.46","118.60","135.39"
"2004-11-15","120.52","117.43","117.61","133.99"
"2004-11-16","121.41","118.18","118.47","134.98"
"2004-11-17","121.24","117.70","118.33","134.69"
"2004-11-18","119.84","116.46","116.99","133.03"
"2004-11-19","121.20","117.50","118.24","134.85"
"2004-11-22","121.97","118.29","119.02","135.59"
"2004-11-23","121.66","117.89","118.73","135.19"
"2004-11-24","121.98","117.96","119.05","135.55"
"2004-11-25","121.89","117.64","118.97","135.40"
"2004-11-26","122.06","117.65","119.18","135.41"
"2004-11-29","121.33","117.00","118.44","134.69"
"2004-11-30","120.83","116.58","118.00","133.95"
"2004-12-01","121.08","116.56","118.30","133.98"
"2004-12-02","120.76","116.36","117.99","133.59"
"2004-12-03","119.62","114.93","116.87","132.33"
"2004-12-06","119.29","114.57","116.54","132.03"
"2004-12-07","118.63","113.99","115.84","131.51"
"2004-12-08","117.60","113.69","114.80","130.54"
"2004-12-09","117.62","113.79","114.81","130.62"
"2004-12-10","117.70","114.04","114.87","130.78"
"2004-12-13","117.18","113.21","114.37","130.14"
"2004-12-14","116.51","112.75","113.75","129.27"
"2004-12-15","117.44","113.10","114.65","130.30"
"2004-12-16","116.47","112.42","113.75","129.03"
"2004-12-17","117.32","113.21","114.58","129.99"
"2004-12-20","116.78","112.42","114.10","129.24"
"2004-12-21","117.10","112.85","114.41","129.60"
"2004-12-22","115.75","111.52","113.08","128.10"
"2004-12-23","116.08","111.62","113.41","128.46"
"2004-12-24","116.58","112.00","113.90","129.03"
"2004-12-27","116.58","112.00","113.90","129.03"
"2004-12-28","116.58","112.00","113.90","129.03"
"2004-12-29","117.91","113.36","115.15","130.69"
"2004-12-30","118.67","113.83","115.90","131.50"
"2004-12-31","118.95","114.11","116.25","131.48"
"2005-01-03","118.95","114.11","116.25","131.48"
"2005-01-04","117.51","113.47","114.81","130.00"
"2005-01-05","117.61","113.53","114.89","130.20"
"2005-01-06","116.68","113.03","113.94","129.33"
"2005-01-07","117.09","113.55","114.44","129.38"
"2005-01-10","118.26","114.47","115.63","130.54"
"2005-01-11","118.55","114.55","115.90","130.89"
"2005-01-12","119.85","115.44","117.15","132.37"
"2005-01-13","119.80","115.52","117.14","132.19"
"2005-01-14","118.03","114.06","115.40","130.25"
"2005-01-17","118.41","114.41","115.81","130.54"
"2005-01-18","117.91","114.01","115.31","130.03"
"2005-01-19","117.43","113.53","114.87","129.37"
"2005-01-20","117.11","113.45","114.55","129.06"
"2005-01-21","118.02","114.11","115.44","130.08"
"2005-01-24","117.52","113.58","114.96","129.45"
"2005-01-25","116.65","113.07","114.14","128.38"
"2005-01-26","117.02","113.04","114.46","128.94"
"2005-01-27","116.56","112.71","114.02","128.41"
"2005-01-28","116.02","112.16","113.55","127.59"
"2005-01-31","116.34","112.40","113.91","127.78"
"2005-02-01","116.24","112.36","113.86","127.44"
"2005-02-02","116.14","112.24","113.75","127.39"
"2005-02-03","116.05","112.29","113.72","127.04"
"2005-02-04","115.34","111.54","113.03","126.28"
"2005-02-07","115.06","111.67","112.80","125.81"
"2005-02-08","115.99","112.73","113.67","127.00"
"2005-02-09","115.67","112.36","113.38","126.50"
"2005-02-10","116.47","112.98","114.11","127.60"
"2005-02-11","116.75","113.25","114.43","127.74"
"2005-02-14","116.76","112.91","114.43","127.81"
"2005-02-15","116.82","112.93","114.47","127.91"
"2005-02-16","116.10","112.35","113.77","127.09"
"2005-02-17","117.08","113.09","114.73","128.18"
"2005-02-18","117.08","113.09","114.79","127.98"
"2005-02-21","116.68","112.66","114.39","127.56"
"2005-02-22","116.68","112.24","114.34","127.72"
"2005-02-23","115.99","111.69","113.69","126.88"
"2005-02-24","115.75","111.54","113.43","126.73"
"2005-02-25","115.84","111.66","113.50","126.93"
"2005-02-28","116.49","112.00","114.14","127.57"
"2005-03-01","115.56","111.28","113.22","126.59"
"2005-03-02","115.96","111.83","113.63","127.01"
"2005-03-03","115.49","111.48","113.12","126.66"
"2005-03-04","116.47","112.10","114.07","127.76"
"2005-03-07","116.86","112.55","114.50","127.99"
"2005-03-08","117.82","113.23","115.39","129.28"
"2005-03-09","118.79","114.10","116.28","130.54"
"2005-03-10","118.97","114.28","116.44","130.81"
"2005-03-11","118.89","114.03","116.39","130.64"
"2005-03-14","118.84","114.44","116.28","130.79"
"2005-03-15","119.01","114.71","116.37","131.32"
"2005-03-16","119.20","114.63","116.53","131.63"
"2005-03-17","119.42","114.93","116.79","131.66"
"2005-03-18","119.43","115.03","116.85","131.48"
"2005-03-21","118.86","114.82","116.31","130.78"
"2005-03-22","119.72","115.54","117.16","131.71"
"2005-03-23","119.03","115.39","116.52","130.82"
"2005-03-24","118.99","115.51","116.48","130.79"
"2005-03-25","118.99","115.51","116.48","130.79"
"2005-03-28","118.43","115.24","115.92","130.20"
"2005-03-29","119.33","116.02","116.82","131.08"
"2005-03-30","118.90","115.45","116.46","130.39"
"2005-03-31","119.47","115.87","117.06","130.85"
"2005-04-01","119.10","115.66","116.75","130.22"
"2005-04-04","118.71","115.47","116.39","129.75"
"2005-04-05","118.72","115.46","116.41","129.72"
"2005-04-06","118.51","115.22","116.22","129.42"
"2005-04-07","118.51","115.09","116.24","129.32"
"2005-04-08","118.08","114.61","115.84","128.80"
"2005-04-11","117.09","113.45","114.87","127.72"
"2005-04-12","116.60","113.22","114.39","127.16"
"2005-04-13","116.73","113.10","114.56","127.15"
"2005-04-14","116.55","113.23","114.37","126.96"
"2005-04-15","116.33","112.80","114.12","126.89"
"2005-04-18","115.64","111.99","113.35","126.51"
"2005-04-19","116.19","112.39","113.94","126.90"
"2005-04-20","116.21","112.27","113.99","126.81"
"2005-04-21","116.21","112.23","114.00","126.73"
"2005-04-22","116.57","112.48","114.37","127.09"
"2005-04-25","116.35","112.36","114.19","126.71"
"2005-04-26","115.60","111.73","113.45","125.89"
"2005-04-27","115.61","111.78","113.47","125.89"
"2005-04-28","115.27","111.50","113.11","125.62"
"2005-04-29","114.56","110.64","112.42","124.81"
"2005-05-02","114.79","110.97","112.72","124.76"
"2005-05-03","114.85","111.02","112.78","124.83"
"2005-05-04","115.04","110.99","113.01","124.86"
"2005-05-05","115.51","111.39","113.48","125.37"
"2005-05-06","115.85","111.93","113.87","125.51"
"2005-05-09","116.43","112.56","114.44","126.11"
"2005-05-10","116.48","112.61","114.44","126.37"
"2005-05-11","115.65","111.95","113.65","125.36"
"2005-05-12","115.66","112.16","113.74","125.03"
"2005-05-13","114.64","111.37","112.75","123.89"
"2005-05-16","114.01","110.86","112.10","123.35"
"2005-05-17","114.30","111.09","112.42","123.54"
"2005-05-18","114.66","111.36","112.80","123.81"
"2005-05-19","114.66","111.40","112.84","123.67"
"2005-05-20","114.80","111.79","112.99","123.77"
"2005-05-23","114.80","111.79","112.99","123.77"
"2005-05-24","114.85","111.69","113.03","123.88"
"2005-05-25","114.53","111.31","112.77","123.31"
"2005-05-26","114.33","111.31","112.59","123.03"
"2005-05-27","115.06","111.86","113.36","123.64"
"2005-05-30","115.39","112.28","113.74","123.76"
"2005-05-31","116.08","113.22","114.37","124.66"
"2005-06-01","116.65","114.02","114.99","125.05"
"2005-06-02","116.51","113.78","114.87","124.84"
"2005-06-03","116.41","113.68","114.80","124.63"
"2005-06-06","116.69","113.87","114.95","125.45"
"2005-06-07","116.39","113.47","114.66","125.05"
"2005-06-08","116.62","113.63","114.91","125.24"
"2005-06-09","115.88","113.22","114.17","124.48"
"2005-06-10","116.60","114.15","114.95","124.98"
"2005-06-13","116.07","113.91","114.46","124.26"
"2005-06-14","116.22","114.00","114.64","124.34"
"2005-06-15","117.53","115.13","115.91","125.83"
"2005-06-16","117.71","115.25","116.14","125.82"
"2005-06-17","117.73","114.95","116.13","125.92"
"2005-06-20","118.17","115.61","116.60","126.28"
"2005-06-21","118.20","115.53","116.63","126.30"
"2005-06-22","117.77","115.15","116.24","125.71"
"2005-06-23","118.33","115.86","116.78","126.38"
"2005-06-24","118.17","115.68","116.65","126.11"
"2005-06-27","118.30","115.75","116.72","126.42"
"2005-06-28","118.45","116.11","116.88","126.53"
"2005-06-29","118.88","116.49","117.38","126.73"
"2005-06-30","119.06","116.80","117.55","126.98"
"2005-07-01","119.06","116.80","117.55","126.98"
"2005-07-04","118.09","116.33","116.65","125.68"
"2005-07-05","117.82","116.10","116.38","125.44"
"2005-07-06","118.53","116.84","117.06","126.26"
"2005-07-07","119.29","117.64","117.79","127.17"
"2005-07-08","120.06","118.39","118.58","127.82"
"2005-07-11","120.64","118.57","119.18","128.39"
"2005-07-12","120.94","118.48","119.44","128.85"
"2005-07-13","121.02","118.89","119.58","128.71"
"2005-07-14","120.95","118.76","119.56","128.43"
"2005-07-15","119.75","117.72","118.39","127.11"
"2005-07-18","120.14","117.90","118.79","127.44"
"2005-07-19","120.06","118.18","118.71","127.38"
"2005-07-20","119.79","117.94","118.40","127.25"
"2005-07-21","119.52","116.89","118.35","126.13"
"2005-07-22","119.65","117.18","118.49","126.22"
"2005-07-25","119.62","117.26","118.42","126.33"
"2005-07-26","118.81","116.71","117.60","125.56"
"2005-07-27","118.35","116.24","117.16","125.05"
"2005-07-28","118.12","115.73","116.93","124.78"
"2005-07-29","118.83","116.34","117.68","125.36"
"2005-08-01","118.83","116.34","117.68","125.36"
"2005-08-02","119.86","117.03","118.70","126.44"
"2005-08-03","119.56","116.44","118.41","126.12"
"2005-08-04","119.55","116.30","118.41","126.02"
"2005-08-05","119.08","116.08","117.97","125.48"
"2005-08-08","119.57","116.49","118.41","126.16"
"2005-08-09","119.52","116.51","118.36","126.12"
"2005-08-10","119.58","116.33","118.46","126.01"
"2005-08-11","120.31","116.85","119.07","127.20"
"2005-08-12","121.15","117.71","119.82","128.40"
"2005-08-15","120.95","117.56","119.70","127.89"
"2005-08-16","120.89","117.54","119.64","127.80"
"2005-08-17","120.05","116.87","118.80","126.95"
"2005-08-18","119.32","116.53","118.09","126.17"
"2005-08-19","119.95","117.37","118.57","127.35"
"2005-08-22","120.67","117.78","119.29","128.08"
"2005-08-23","121.32","118.52","119.91","128.91"
"2005-08-24","121.66","118.93","120.17","129.55"
"2005-08-25","122.15","119.20","120.66","130.02"
"2005-08-26","121.48","118.52","119.96","129.41"
"2005-08-29","121.55","118.84","120.06","129.40"
"2005-08-30","122.14","119.56","120.73","129.73"
"2005-08-31","122.17","119.21","120.75","129.78"
"2005-09-01","122.23","118.86","120.79","129.93"
"2005-09-02","121.63","117.98","120.23","129.17"
"2005-09-05","121.63","117.98","120.23","129.17"
"2005-09-06","121.82","118.23","120.45","129.21"
"2005-09-07","121.98","118.49","120.61","129.36"
"2005-09-08","122.47","119.07","121.14","129.76"
"2005-09-09","123.02","119.49","121.66","130.43"
"2005-09-12","122.29","119.04","121.00","129.40"
"2005-09-13","122.99","119.91","121.68","130.19"
"2005-09-14","122.75","119.63","121.37","130.21"
"2005-09-15","122.46","119.43","121.17","129.57"
"2005-09-16","122.86","119.96","121.58","129.94"
"2005-09-19","124.37","121.54","123.08","131.53"
"2005-09-20","124.26","121.41","122.97","131.42"
"2005-09-21","124.24","121.24","122.98","131.26"
"2005-09-22","124.67","121.90","123.40","131.78"
"2005-09-23","124.43","121.86","123.23","131.26"
"2005-09-26","124.52","122.01","123.31","131.36"
"2005-09-27","123.92","121.64","122.74","130.66"
"2005-09-28","123.83","121.49","122.69","130.41"
"2005-09-29","124.41","121.99","123.29","130.91"
"2005-09-30","125.54","123.00","124.41","132.11"
"2005-10-03","125.34","123.17","124.27","131.68"
"2005-10-04","124.65","122.45","123.63","130.80"
"2005-10-05","123.75","121.44","122.67","130.12"
"2005-10-06","123.29","120.78","122.09","130.07"
"2005-10-07","124.11","121.64","122.96","130.75"
"2005-10-10","124.11","121.64","122.96","130.75"
"2005-10-11","124.22","121.96","123.13","130.64"
"2005-10-12","124.76","122.53","123.59","131.47"
"2005-10-13","123.71","121.85","122.51","130.50"
"2005-10-14","123.14","120.88","121.93","129.97"
"2005-10-17","123.84","121.68","122.70","130.41"
"2005-10-18","124.10","122.20","122.99","130.56"
"2005-10-19","124.25","122.29","123.06","131.03"
"2005-10-20","124.31","122.30","123.16","130.94"
"2005-10-21","123.64","121.83","122.42","130.51"
"2005-10-24","123.06","121.06","121.86","129.82"
"2005-10-25","124.03","121.73","122.80","130.96"
"2005-10-26","124.89","122.75","123.66","131.80"
"2005-10-27","124.81","122.50","123.53","131.92"
"2005-10-28","124.09","121.87","122.92","130.78"
"2005-10-31","123.94","121.91","122.88","130.22"
"2005-11-01","124.34","122.36","123.28","130.62"
"2005-11-02","123.83","121.69","122.79","130.05"
"2005-11-03","123.80","121.83","122.85","129.70"
"2005-11-04","124.27","122.74","123.33","130.12"
"2005-11-07","123.27","121.70","122.41","128.81"
"2005-11-08","123.45","121.89","122.55","129.13"
"2005-11-09","123.75","122.23","122.91","129.21"
"2005-11-10","123.62","122.14","122.79","129.02"
"2005-11-11","123.62","122.14","122.79","129.02"
"2005-11-14","122.93","121.67","122.17","128.07"
"2005-11-15","123.08","121.75","122.33","128.19"
"2005-11-16","123.39","122.16","122.68","128.40"
"2005-11-17","123.87","122.53","123.12","129.01"
"2005-11-18","123.50","122.19","122.72","128.74"
"2005-11-21","124.33","122.98","123.55","129.57"
"2005-11-22","124.95","123.71","124.08","130.52"
"2005-11-23","125.30","123.82","124.45","130.81"
"2005-11-24","125.35","123.87","124.53","130.75"
"2005-11-25","125.74","124.44","124.96","131.00"
"2005-11-28","125.91","124.36","125.14","131.15"
"2005-11-29","125.77","124.27","125.03","130.91"
"2005-11-30","125.74","124.20","125.00","130.85"
"2005-12-01","125.77","124.44","125.10","130.62"
"2005-12-02","126.37","124.97","125.73","131.13"
"2005-12-05","126.89","125.34","126.20","131.86"
"2005-12-06","126.85","125.19","126.25","131.51"
"2005-12-07","126.80","125.33","126.18","131.50"
"2005-12-08","126.70","125.02","125.96","131.87"
"2005-12-09","126.79","125.28","125.92","132.42"
"2005-12-12","127.30","125.44","126.34","133.25"
"2005-12-13","127.23","125.46","126.32","132.99"
"2005-12-14","126.74","124.56","125.66","133.15"
"2005-12-15","126.34","124.28","125.30","132.58"
"2005-12-16","126.44","124.34","125.30","133.08"
"2005-12-19","125.74","123.71","124.61","132.31"
"2005-12-20","124.95","123.27","123.96","131.03"
"2005-12-21","125.41","123.77","124.50","131.18"
"2005-12-22","125.57","123.77","124.60","131.54"
"2005-12-23","125.81","124.04","124.86","131.71"
"2005-12-26","125.81","124.04","124.86","131.71"
"2005-12-27","125.81","124.04","124.86","131.71"
"2005-12-28","126.10","124.54","125.06","132.32"
"2005-12-29","126.00","124.41","125.06","131.88"
"2005-12-30","125.83","124.21","124.94","131.49"
"2006-01-02","125.83","124.21","124.94","131.49"
"2006-01-03","126.39","124.33","125.41","132.40"
"2006-01-04","126.67","124.25","125.73","132.54"
"2006-01-05","125.48","122.98","124.58","131.16"
"2006-01-06","124.88","122.11","123.97","130.60"
"2006-01-09","124.49","121.82","123.70","129.82"
"2006-01-10","125.23","122.60","124.39","130.70"
"2006-01-11","125.60","122.81","124.69","131.36"
"2006-01-12","125.22","122.55","124.44","130.52"
"2006-01-13","125.30","122.57","124.43","130.92"
"2006-01-16","125.69","122.96","124.84","131.21"
