"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"CEER_BROADN","Daily Nominal Canadian Effective Exchange Rates","Nominal Canadian Effective Exchange Rate (CEER) (1999=100)"
"CEER_BROADN_XUS","Daily Nominal CEER excluding the U.S. dollar","Nominal Canadian Effective Exchange Rate (CEER) excluding the U.S. dollar  (1999=100)"
"CEER_MCN","Daily Nominal CEER versus Major Currencies","Nominal Canadian Effective Exchange Rate (CEER) versus Major Currencies  (1999=100)"
"CEER_OITPN","Daily Nominal CEER versus Other Important Trading Partners","Nominal Canadian Effective Exchange Rate (CEER) versus Other Important Trading Partners  (1999=100)"

"OBSERVATIONS"
"date","CEER_BROADN","CEER_BROADN_XUS","CEER_MCN","CEER_OITPN"
"1999-01-01","95.43","93.04","95.67","94.16"
"1999-01-04","95.47","92.76","95.75","93.96"
"1999-01-05","95.84","93.07","96.17","94.06"
"1999-01-06","96.66","94.18","97.06","94.57"
"1999-01-07","96.46","93.83","96.82","94.55"
"1999-01-08","96.49","94.07","96.85","94.59"
"1999-01-11","96.87","94.28","97.12","95.57"
"1999-01-12","96.98","94.83","97.19","95.87"
"1999-01-13","96.04","94.39","95.85","97.04"
"1999-01-14","96.05","94.43","95.83","97.22"
"1999-01-15","96.29","94.96","96.06","97.52"
"1999-01-18","96.20","94.81","96.00","97.21"
"1999-01-19","96.18","94.82","95.90","97.70"
"1999-01-20","96.66","95.29","96.38","98.11"
"1999-01-21","97.39","96.23","96.99","99.53"
"1999-01-22","97.22","96.26","96.76","99.71"
"1999-01-25","97.39","96.37","96.91","99.96"
"1999-01-26","97.12","96.24","96.55","100.15"
"1999-01-27","97.29","96.70","96.80","99.91"
"1999-01-28","97.15","96.84","96.63","99.91"
"1999-01-29","98.45","98.29","97.81","101.86"
"1999-02-01","98.28","97.97","97.76","101.04"
"1999-02-02","97.61","96.68","97.21","99.75"
"1999-02-03","97.55","96.65","97.17","99.60"
"1999-02-04","98.89","98.00","98.46","101.15"
"1999-02-05","99.37","98.65","98.95","101.59"
"1999-02-08","99.49","98.93","99.05","101.82"
"1999-02-09","99.17","98.70","98.70","101.72"
"1999-02-10","99.11","98.59","98.66","101.54"
"1999-02-11","99.41","98.89","99.02","101.52"
"1999-02-12","99.17","98.58","98.79","101.16"
"1999-02-15","99.18","98.77","98.85","100.93"
"1999-02-16","99.04","99.00","98.75","100.57"
"1999-02-17","99.08","99.08","98.80","100.60"
"1999-02-18","99.97","100.06","99.70","101.38"
"1999-02-19","100.09","100.71","99.77","101.78"
"1999-02-22","99.68","100.32","99.33","101.52"
"1999-02-23","99.92","100.91","99.51","102.11"
"1999-02-24","99.87","100.99","99.50","101.85"
"1999-02-25","99.15","99.88","98.67","101.72"
"1999-02-26","99.09","99.91","98.63","101.58"
"1999-03-01","98.21","99.20","97.85","100.10"
"1999-03-02","98.52","99.71","98.03","101.19"
"1999-03-03","98.23","99.65","97.73","100.94"
"1999-03-04","98.49","100.16","98.07","100.78"
"1999-03-05","98.84","100.18","98.51","100.58"
"1999-03-08","98.74","99.80","98.45","100.26"
"1999-03-09","98.55","99.48","98.33","99.70"
"1999-03-10","97.83","98.34","97.62","98.92"
"1999-03-11","97.93","98.45","97.74","98.92"
"1999-03-12","97.79","98.24","97.56","99.00"
"1999-03-15","97.45","97.75","97.28","98.37"
"1999-03-16","97.38","97.65","97.24","98.08"
"1999-03-17","97.75","97.95","97.57","98.70"
"1999-03-18","97.81","97.89","97.66","98.57"
"1999-03-19","98.13","98.26","97.99","98.85"
"1999-03-22","98.80","99.13","98.63","99.69"
"1999-03-23","98.78","99.00","98.64","99.47"
"1999-03-24","98.88","99.03","98.73","99.66"
"1999-03-25","98.53","98.77","98.47","98.87"
"1999-03-26","98.58","99.21","98.63","98.30"
"1999-03-29","98.60","99.18","98.70","98.08"
"1999-03-30","98.59","99.15","98.72","97.90"
"1999-03-31","98.57","98.76","98.67","97.99"
"1999-04-01","99.30","99.78","99.43","98.62"
"1999-04-02","99.30","99.78","99.43","98.62"
"1999-04-05","99.62","100.40","99.82","98.60"
"1999-04-06","99.12","99.57","99.25","98.38"
"1999-04-07","99.42","100.04","99.57","98.57"
"1999-04-08","99.41","99.86","99.56","98.64"
"1999-04-09","99.32","99.94","99.43","98.72"
"1999-04-12","99.67","100.05","99.78","99.08"
"1999-04-13","99.94","100.30","100.13","98.92"
"1999-04-14","99.65","99.86","99.84","98.64"
"1999-04-15","99.92","100.29","100.10","98.95"
"1999-04-16","100.19","100.45","100.36","99.25"
"1999-04-19","100.37","100.62","100.67","98.80"
"1999-04-20","99.93","100.23","100.19","98.57"
"1999-04-21","100.10","100.61","100.39","98.60"
"1999-04-22","100.61","101.06","100.94","98.85"
"1999-04-23","100.79","101.05","101.15","98.91"
"1999-04-26","100.69","101.05","101.03","98.86"
"1999-04-27","100.73","101.10","101.06","98.94"
"1999-04-28","100.78","101.04","101.16","98.79"
"1999-04-29","101.45","101.69","101.88","99.21"
"1999-04-30","102.12","102.42","102.57","99.76"
"1999-05-03","102.70","103.11","103.14","100.39"
"1999-05-04","102.53","102.97","102.96","100.26"
"1999-05-05","102.20","102.45","102.55","100.34"
"1999-05-06","102.10","102.20","102.43","100.31"
"1999-05-07","101.94","102.05","102.28","100.17"
"1999-05-10","101.80","101.83","102.18","99.78"
"1999-05-11","102.23","102.37","102.67","99.93"
"1999-05-12","101.92","102.25","102.30","99.89"
"1999-05-13","102.05","102.49","102.49","99.72"
"1999-05-14","101.90","102.52","102.28","99.90"
"1999-05-17","102.16","102.79","102.53","100.18"
"1999-05-18","102.10","102.66","102.52","99.85"
"1999-05-19","101.86","102.63","102.30","99.55"
"1999-05-20","101.91","102.74","102.31","99.79"
"1999-05-21","102.44","103.42","102.83","100.37"
"1999-05-24","102.44","103.42","102.83","100.37"
"1999-05-25","102.48","103.55","102.71","101.26"
"1999-05-26","101.76","103.06","101.95","100.74"
"1999-05-27","101.59","102.91","101.73","100.79"
"1999-05-28","101.82","103.16","101.91","101.29"
"1999-05-31","101.42","102.67","101.60","100.45"
"1999-06-01","101.01","102.31","101.08","100.59"
"1999-06-02","101.35","102.83","101.47","100.73"
"1999-06-03","101.60","103.05","101.79","100.56"
"1999-06-04","102.04","103.48","102.28","100.76"
"1999-06-07","101.74","103.08","102.05","100.13"
"1999-06-08","101.67","102.58","101.93","100.30"
"1999-06-09","101.48","102.34","101.72","100.24"
"1999-06-10","102.28","103.09","102.47","101.28"
"1999-06-11","102.13","102.75","102.31","101.17"
"1999-06-14","102.50","103.60","102.69","101.47"
"1999-06-15","102.17","103.26","102.42","100.82"
"1999-06-16","102.63","103.82","102.95","100.94"
"1999-06-17","102.34","103.32","102.69","100.47"
"1999-06-18","102.11","103.10","102.50","100.07"
"1999-06-21","101.76","103.06","102.14","99.72"
"1999-06-22","101.82","102.97","102.23","99.68"
"1999-06-23","101.71","103.03","102.09","99.72"
"1999-06-24","101.87","103.16","102.17","100.27"
"1999-06-25","102.26","103.35","102.54","100.76"
"1999-06-28","101.92","103.16","102.22","100.33"
"1999-06-29","101.44","102.61","101.80","99.56"
"1999-06-30","101.77","103.04","102.12","99.90"
"1999-07-01","101.77","103.04","102.12","99.90"
"1999-07-02","102.31","103.61","102.71","100.18"
"1999-07-05","102.21","103.67","102.67","99.82"
"1999-07-06","102.10","103.49","102.54","99.81"
"1999-07-07","102.09","103.64","102.49","99.95"
"1999-07-08","102.19","103.86","102.59","100.06"
"1999-07-09","102.00","103.73","102.37","100.01"
"1999-07-12","101.55","103.46","101.86","99.92"
"1999-07-13","101.36","103.10","101.65","99.79"
"1999-07-14","101.28","102.71","101.63","99.42"
"1999-07-15","101.16","102.60","101.50","99.40"
"1999-07-16","101.22","102.74","101.58","99.35"
"1999-07-19","100.44","101.72","100.80","98.57"
"1999-07-20","100.18","101.04","100.49","98.56"
"1999-07-21","99.41","100.06","99.63","98.22"
"1999-07-22","99.30","99.93","99.46","98.44"
"1999-07-23","98.93","99.50","99.08","98.12"
"1999-07-26","98.60","98.91","98.72","97.97"
"1999-07-27","98.36","98.64","98.49","97.65"
"1999-07-28","98.43","98.61","98.60","97.56"
"1999-07-29","98.48","98.42","98.57","97.97"
"1999-07-30","98.54","98.41","98.64","98.00"
"1999-08-02","98.54","98.41","98.64","98.00"
"1999-08-03","99.43","99.47","99.48","99.16"
"1999-08-04","99.58","99.35","99.61","99.43"
"1999-08-05","99.27","99.06","99.23","99.44"
"1999-08-06","98.74","98.67","98.71","98.86"
"1999-08-09","98.92","99.04","98.92","98.87"
"1999-08-10","99.04","99.03","98.97","99.36"
"1999-08-11","99.77","99.93","99.78","99.66"
"1999-08-12","100.19","100.40","100.28","99.72"
"1999-08-13","100.78","101.15","100.84","100.45"
"1999-08-16","100.48","100.78","100.55","100.13"
"1999-08-17","100.65","100.94","100.71","100.35"
"1999-08-18","100.23","100.32","100.27","99.99"
"1999-08-19","99.32","99.10","99.26","99.61"
"1999-08-20","99.37","99.28","99.24","100.04"
"1999-08-23","99.27","99.18","99.32","99.01"
"1999-08-24","99.35","99.40","99.39","99.15"
"1999-08-25","99.39","99.50","99.41","99.25"
"1999-08-26","99.02","99.25","99.07","98.77"
"1999-08-27","99.72","99.95","99.72","99.71"
"1999-08-30","99.68","99.91","99.65","99.83"
"1999-08-31","99.09","98.75","99.04","99.36"
"1999-09-01","99.75","99.40","99.72","99.91"
"1999-09-02","99.08","98.56","98.98","99.56"
"1999-09-03","99.44","99.13","99.41","99.57"
"1999-09-06","99.44","99.13","99.41","99.57"
"1999-09-07","99.37","99.21","99.33","99.53"
"1999-09-08","99.73","99.51","99.69","99.89"
"1999-09-09","99.97","99.39","99.92","100.23"
"1999-09-10","100.58","100.37","100.62","100.39"
"1999-09-13","100.71","100.19","100.67","100.89"
"1999-09-14","100.43","99.87","100.35","100.80"
"1999-09-15","100.16","99.39","100.11","100.45"
"1999-09-16","100.27","99.70","100.13","100.99"
"1999-09-17","100.56","100.21","100.47","100.97"
"1999-09-20","100.13","99.66","100.07","100.41"
"1999-09-21","100.38","99.59","100.29","100.81"
"1999-09-22","100.53","99.58","100.40","101.21"
"1999-09-23","100.19","99.45","100.06","100.90"
"1999-09-24","100.29","99.52","100.09","101.36"
"1999-09-27","100.62","100.10","100.47","101.38"
"1999-09-28","101.06","100.47","100.84","102.21"
"1999-09-29","101.03","100.35","100.82","102.13"
"1999-09-30","100.56","99.82","100.36","101.61"
"1999-10-01","100.20","99.17","99.91","101.73"
"1999-10-04","100.49","99.62","100.21","101.96"
"1999-10-05","100.62","99.83","100.36","101.99"
"1999-10-06","100.59","99.84","100.35","101.86"
"1999-10-07","100.46","99.70","100.21","101.75"
"1999-10-08","100.41","99.83","100.15","101.80"
"1999-10-11","100.41","99.83","100.15","101.80"
"1999-10-12","100.09","99.17","99.81","101.58"
"1999-10-13","99.79","99.05","99.49","101.41"
"1999-10-14","99.72","98.95","99.33","101.82"
"1999-10-15","99.33","98.31","98.84","101.94"
"1999-10-18","98.69","97.67","98.19","101.36"
"1999-10-19","99.00","98.04","98.54","101.43"
"1999-10-20","99.16","98.37","98.75","101.32"
"1999-10-21","99.43","98.53","99.00","101.73"
"1999-10-22","100.11","99.36","99.75","102.05"
"1999-10-25","100.25","99.47","99.85","102.34"
"1999-10-26","100.51","99.84","100.14","102.51"
"1999-10-27","100.59","99.99","100.19","102.70"
"1999-10-28","100.59","100.11","100.23","102.48"
"1999-10-29","100.50","99.86","100.17","102.24"
"1999-11-01","100.76","100.15","100.45","102.42"
"1999-11-02","100.68","99.98","100.39","102.22"
"1999-11-03","100.75","100.15","100.50","102.07"
"1999-11-04","100.97","100.32","100.80","101.88"
"1999-11-05","101.32","100.98","101.20","101.96"
"1999-11-08","100.96","100.66","100.83","101.65"
"1999-11-09","100.45","99.93","100.31","101.17"
"1999-11-10","100.52","99.85","100.37","101.26"
"1999-11-11","100.52","99.85","100.37","101.26"
"1999-11-12","101.38","101.00","101.31","101.73"
"1999-11-15","101.09","100.62","101.01","101.50"
"1999-11-16","100.90","100.59","100.81","101.32"
"1999-11-17","100.87","100.33","100.79","101.27"
"1999-11-18","101.25","100.91","101.21","101.44"
"1999-11-19","101.37","101.05","101.34","101.54"
"1999-11-22","101.27","100.75","101.23","101.50"
"1999-11-23","101.09","100.60","101.04","101.35"
"1999-11-24","100.97","100.70","100.97","100.94"
"1999-11-25","100.88","100.46","100.91","100.71"
"1999-11-26","100.86","100.39","100.82","101.09"
"1999-11-29","100.49","100.14","100.44","100.75"
"1999-11-30","100.65","100.32","100.57","101.03"
"1999-12-01","100.64","100.44","100.55","101.08"
"1999-12-02","100.32","100.23","100.26","100.65"
"1999-12-03","100.33","100.18","100.30","100.52"
"1999-12-06","100.37","99.76","100.31","100.67"
"1999-12-07","100.25","99.56","100.23","100.39"
"1999-12-08","99.94","99.23","99.92","100.06"
"1999-12-09","100.37","99.74","100.37","100.31"
"1999-12-10","100.07","99.44","100.08","99.99"
"1999-12-13","100.09","99.62","100.14","99.81"
"1999-12-14","100.03","99.72","100.10","99.69"
"1999-12-15","99.94","99.61","100.03","99.44"
"1999-12-16","100.04","99.40","100.14","99.55"
"1999-12-17","100.19","99.67","100.35","99.33"
"1999-12-20","100.04","99.51","100.18","99.29"
"1999-12-21","100.01","99.33","100.13","99.35"
"1999-12-22","100.12","99.38","100.25","99.37"
"1999-12-23","100.25","99.41","100.33","99.82"
"1999-12-24","100.80","100.23","100.87","100.40"
"1999-12-27","100.80","100.23","100.87","100.40"
"1999-12-28","100.80","100.23","100.87","100.40"
"1999-12-29","102.09","101.63","102.10","102.03"
"1999-12-30","101.93","101.47","102.00","101.55"
"1999-12-31","102.55","101.99","102.61","102.24"
"2000-01-03","102.55","101.99","102.61","102.24"
"2000-01-04","101.67","100.73","101.69","101.52"
"2000-01-05","101.83","101.06","101.77","102.08"
"2000-01-06","101.58","101.03","101.51","101.89"
"2000-01-07","101.37","100.82","101.37","101.35"
"2000-01-10","101.61","101.04","101.69","101.19"
"2000-01-11","101.57","101.01","101.58","101.48"
"2000-01-12","101.80","101.31","101.78","101.82"
"2000-01-13","102.15","101.64","102.18","101.95"
"2000-01-14","102.26","101.89","102.39","101.61"
"2000-01-17","102.11","101.68","102.27","101.30"
"2000-01-18","102.17","101.75","102.31","101.45"
"2000-01-19","102.01","101.58","102.15","101.30"
"2000-01-20","102.23","101.70","102.40","101.38"
"2000-01-21","102.87","102.38","103.01","102.16"
"2000-01-24","103.00","102.73","103.16","102.16"
"2000-01-25","103.12","102.93","103.24","102.49"
"2000-01-26","103.26","103.15","103.39","102.58"
"2000-01-27","103.59","103.57","103.74","102.84"
"2000-01-28","103.04","103.68","103.23","102.07"
"2000-01-31","102.90","103.64","103.04","102.20"
"2000-02-01","103.17","103.96","103.35","102.26"
"2000-02-02","103.52","104.32","103.73","102.51"
"2000-02-03","103.40","103.86","103.62","102.32"
"2000-02-04","103.18","103.83","103.44","101.87"
"2000-02-07","103.27","103.97","103.59","101.72"
"2000-02-08","103.03","103.59","103.36","101.42"
"2000-02-09","103.14","103.53","103.46","101.57"
"2000-02-10","102.81","103.30","103.12","101.28"
"2000-02-11","102.77","103.32","103.12","101.07"
"2000-02-14","102.60","103.25","102.95","100.90"
"2000-02-15","102.29","102.86","102.62","100.70"
"2000-02-16","102.76","103.34","103.11","101.06"
"2000-02-17","102.79","103.48","103.12","101.18"
"2000-02-18","102.95","103.72","103.32","101.15"
"2000-02-21","102.83","103.67","103.14","101.29"
"2000-02-22","102.18","102.65","102.43","100.97"
"2000-02-23","101.87","102.45","102.14","100.52"
"2000-02-24","102.42","103.15","102.73","100.93"
"2000-02-25","103.14","104.15","103.52","101.32"
"2000-02-28","102.85","103.82","103.19","101.17"
"2000-02-29","103.33","104.44","103.74","101.34"
"2000-03-01","103.12","103.78","103.48","101.38"
"2000-03-02","102.77","103.57","103.19","100.72"
"2000-03-03","102.98","103.79","103.44","100.76"
"2000-03-06","102.73","103.61","103.19","100.50"
"2000-03-07","102.77","103.48","103.24","100.51"
"2000-03-08","102.35","103.09","102.83","100.08"
"2000-03-09","102.31","102.80","102.75","100.20"
"2000-03-10","102.31","102.83","102.74","100.22"
"2000-03-13","102.01","102.48","102.41","100.07"
"2000-03-14","101.85","102.26","102.26","99.88"
"2000-03-15","101.53","101.97","101.91","99.66"
"2000-03-16","101.20","101.59","101.60","99.25"
"2000-03-17","101.19","101.66","101.60","99.18"
"2000-03-20","101.43","101.95","101.85","99.41"
"2000-03-21","101.72","102.25","102.17","99.56"
"2000-03-22","101.40","102.05","101.90","99.02"
"2000-03-23","101.22","101.69","101.74","98.74"
"2000-03-24","101.65","101.97","102.19","99.08"
"2000-03-27","102.07","102.53","102.62","99.44"
"2000-03-28","102.45","102.83","102.97","99.95"
"2000-03-29","102.47","103.01","102.99","100.00"
"2000-03-30","102.46","102.94","102.90","100.35"
"2000-03-31","102.34","102.50","102.75","100.31"
"2000-04-03","102.44","102.88","102.89","100.27"
"2000-04-04","102.58","103.03","103.00","100.54"
"2000-04-05","102.47","102.92","102.80","100.84"
"2000-04-06","102.70","103.21","103.09","100.80"
"2000-04-07","102.30","102.82","102.73","100.23"
"2000-04-10","102.12","102.73","102.58","99.87"
"2000-04-11","102.03","102.79","102.44","100.02"
"2000-04-12","102.13","102.87","102.52","100.24"
"2000-04-13","101.89","102.67","102.28","100.00"
"2000-04-14","101.17","101.93","101.44","99.85"
"2000-04-17","100.55","101.24","100.81","99.24"
"2000-04-18","100.68","101.48","101.03","99.00"
"2000-04-19","101.36","102.36","101.76","99.39"
"2000-04-20","101.64","102.70","102.03","99.72"
"2000-04-21","101.64","102.70","102.03","99.72"
"2000-04-24","101.42","102.52","101.78","99.68"
"2000-04-25","101.99","103.31","102.40","100.00"
"2000-04-26","101.74","103.27","102.17","99.70"
"2000-04-27","101.72","103.56","102.14","99.71"
"2000-04-28","101.72","103.75","102.20","99.41"
"2000-05-01","101.89","103.89","102.43","99.30"
"2000-05-02","101.43","103.47","101.97","98.85"
"2000-05-03","101.27","103.72","101.81","98.66"
"2000-05-04","100.86","103.26","101.38","98.38"
"2000-05-05","100.91","103.39","101.38","98.68"
"2000-05-08","101.29","103.84","101.77","98.98"
"2000-05-09","101.12","103.61","101.59","98.89"
"2000-05-10","101.04","103.52","101.42","99.17"
"2000-05-11","101.56","104.19","101.93","99.74"
"2000-05-12","101.62","104.10","101.98","99.85"
"2000-05-15","101.53","104.08","101.87","99.90"
"2000-05-16","101.83","104.49","102.25","99.77"
"2000-05-17","101.18","104.18","101.60","99.16"
"2000-05-18","100.98","103.85","101.36","99.15"
"2000-05-19","101.23","103.96","101.54","99.71"
"2000-05-22","101.23","103.96","101.54","99.71"
"2000-05-23","100.55","103.07","100.89","98.91"
"2000-05-24","100.26","102.80","100.57","98.76"
"2000-05-25","100.41","102.94","100.76","98.71"
"2000-05-26","100.20","102.25","100.45","98.96"
"2000-05-29","100.60","102.70","100.86","99.34"
"2000-05-30","100.13","102.03","100.38","98.92"
"2000-05-31","100.57","102.56","100.86","99.15"
"2000-06-01","101.13","103.28","101.45","99.55"
"2000-06-02","101.77","103.58","102.05","100.42"
"2000-06-05","101.63","103.21","101.91","100.24"
"2000-06-06","101.42","102.67","101.56","100.69"
"2000-06-07","101.40","102.69","101.46","101.08"
"2000-06-08","101.46","103.02","101.47","101.36"
"2000-06-09","101.87","103.65","101.87","101.82"
"2000-06-12","101.78","103.41","101.83","101.53"
"2000-06-13","102.13","103.57","102.20","101.78"
"2000-06-14","102.16","103.68","102.24","101.77"
"2000-06-15","101.80","103.41","101.85","101.55"
"2000-06-16","102.03","103.44","101.98","102.20"
"2000-06-19","102.39","103.82","102.34","102.58"
"2000-06-20","102.04","103.50","102.04","102.01"
"2000-06-21","102.02","103.68","102.06","101.78"
"2000-06-22","102.01","103.67","102.02","101.95"
"2000-06-23","101.75","103.64","101.71","101.90"
"2000-06-26","101.64","103.66","101.58","101.89"
"2000-06-27","101.56","103.50","101.44","102.07"
"2000-06-28","101.38","103.17","101.34","101.55"
"2000-06-29","101.32","102.82","101.31","101.32"
"2000-06-30","101.51","103.05","101.55","101.26"
"2000-07-03","101.51","103.05","101.55","101.26"
"2000-07-04","101.03","102.34","101.29","99.75"
"2000-07-05","100.61","101.97","100.87","99.37"
"2000-07-06","101.06","102.55","101.31","99.87"
"2000-07-07","101.41","102.98","101.69","100.01"
"2000-07-10","101.38","102.80","101.65","100.05"
"2000-07-11","101.47","102.86","101.79","99.95"
"2000-07-12","101.56","103.35","101.89","99.96"
"2000-07-13","101.64","103.50","102.01","99.80"
"2000-07-14","101.32","103.08","101.69","99.54"
"2000-07-17","101.57","103.39","102.02","99.42"
"2000-07-18","101.80","103.65","102.25","99.63"
"2000-07-19","102.14","104.26","102.56","100.13"
"2000-07-20","102.03","103.91","102.45","100.00"
"2000-07-21","102.24","104.09","102.69","100.09"
"2000-07-24","102.79","104.68","103.24","100.62"
"2000-07-25","102.65","104.46","103.07","100.63"
"2000-07-26","102.55","104.32","102.95","100.59"
"2000-07-27","102.35","104.28","102.79","100.24"
"2000-07-28","102.07","104.25","102.52","99.89"
"2000-07-31","101.39","103.55","101.85","99.19"
"2000-08-01","101.30","103.48","101.77","99.01"
"2000-08-02","101.91","104.22","102.39","99.59"
"2000-08-03","101.81","104.29","102.28","99.58"
"2000-08-04","101.41","103.77","101.90","99.09"
"2000-08-07","101.41","103.77","101.90","99.09"
"2000-08-08","101.50","103.98","101.99","99.13"
"2000-08-09","101.74","104.20","102.25","99.30"
"2000-08-10","101.87","104.24","102.37","99.46"
"2000-08-11","101.76","104.14","102.30","99.19"
"2000-08-14","101.75","104.20","102.31","99.05"
"2000-08-15","101.43","103.63","101.96","98.86"
"2000-08-16","102.04","104.15","102.61","99.31"
"2000-08-17","102.12","104.19","102.67","99.45"
"2000-08-18","102.39","104.74","102.92","99.83"
"2000-08-21","102.28","104.72","102.82","99.69"
"2000-08-22","102.47","105.04","103.04","99.70"
"2000-08-23","101.56","104.00","102.09","99.02"
"2000-08-24","101.50","103.80","102.02","98.99"
"2000-08-25","101.82","104.16","102.36","99.23"
"2000-08-28","101.67","103.97","102.22","99.04"
"2000-08-29","101.56","103.96","102.11","98.96"
"2000-08-30","102.14","104.64","102.73","99.33"
"2000-08-31","102.72","105.34","103.34","99.78"
"2000-09-01","102.38","104.63","102.95","99.67"
"2000-09-04","102.38","104.63","102.95","99.67"
"2000-09-05","102.48","105.08","103.04","99.79"
"2000-09-06","102.24","105.30","102.82","99.48"
"2000-09-07","102.55","105.47","103.10","99.92"
"2000-09-08","102.77","106.04","103.36","99.97"
"2000-09-11","102.65","105.94","103.28","99.62"
"2000-09-12","102.69","106.18","103.36","99.48"
"2000-09-13","102.49","105.93","103.11","99.52"
"2000-09-14","102.38","105.95","103.00","99.44"
"2000-09-15","102.68","106.48","103.25","99.95"
"2000-09-18","102.47","106.44","102.95","100.14"
"2000-09-19","102.56","106.53","103.06","100.16"
"2000-09-20","102.97","107.08","103.45","100.64"
"2000-09-21","102.46","106.23","102.92","100.24"
"2000-09-22","102.02","105.42","102.38","100.26"
"2000-09-25","102.11","105.52","102.54","100.03"
"2000-09-26","102.02","105.21","102.46","99.92"
"2000-09-27","101.47","104.61","101.91","99.34"
"2000-09-28","100.99","104.12","101.41","98.96"
"2000-09-29","100.70","103.79","101.12","98.67"
"2000-10-02","100.65","103.96","101.11","98.41"
"2000-10-03","101.04","104.49","101.52","98.73"
"2000-10-04","101.63","105.27","102.09","99.41"
"2000-10-05","101.91","105.68","102.38","99.67"
"2000-10-06","101.52","105.24","101.97","99.32"
"2000-10-09","101.52","105.24","101.97","99.32"
"2000-10-10","101.46","105.10","101.89","99.39"
"2000-10-11","101.17","104.69","101.55","99.32"
"2000-10-12","100.99","104.66","101.36","99.22"
"2000-10-13","100.88","104.86","101.19","99.35"
"2000-10-16","100.66","104.87","101.04","98.79"
"2000-10-17","100.67","104.87","101.04","98.85"
"2000-10-18","100.74","105.18","101.10","99.01"
"2000-10-19","101.35","105.82","101.75","99.41"
"2000-10-20","101.27","105.80","101.67","99.33"
"2000-10-23","101.60","106.18","101.96","99.85"
"2000-10-24","101.36","105.91","101.72","99.63"
"2000-10-25","101.33","106.21","101.67","99.70"
"2000-10-26","101.23","106.26","101.51","99.86"
"2000-10-27","100.38","104.97","100.67","98.96"
"2000-10-30","100.09","104.61","100.40","98.59"
"2000-10-31","100.27","104.67","100.60","98.64"
"2000-11-01","100.13","104.25","100.42","98.70"
"2000-11-02","99.71","103.83","100.00","98.29"
"2000-11-03","99.53","103.50","99.77","98.37"
"2000-11-06","99.90","104.01","100.13","98.77"
"2000-11-07","99.82","103.97","100.02","98.82"
"2000-11-08","99.15","103.35","99.39","97.98"
"2000-11-09","98.96","103.13","99.17","97.91"
"2000-11-10","98.89","102.96","99.12","97.76"
"2000-11-13","98.89","102.96","99.12","97.76"
"2000-11-14","98.98","103.10","99.30","97.42"
"2000-11-15","98.63","102.78","98.98","96.93"
"2000-11-16","98.65","102.99","98.98","97.03"
"2000-11-17","98.22","102.56","98.53","96.67"
"2000-11-20","98.35","102.86","98.71","96.58"
"2000-11-21","98.69","103.34","99.09","96.77"
"2000-11-22","99.18","103.89","99.59","97.17"
"2000-11-23","99.59","104.51","99.95","97.82"
"2000-11-24","99.94","105.03","100.33","98.05"
"2000-11-27","99.96","104.63","100.33","98.18"
"2000-11-28","99.76","104.33","100.06","98.26"
"2000-11-29","99.56","104.16","99.86","98.07"
"2000-11-30","99.72","104.12","99.95","98.58"
"2000-12-01","99.38","103.56","99.59","98.37"
"2000-12-04","98.74","102.60","98.89","97.97"
"2000-12-05","98.93","102.88","99.18","97.71"
"2000-12-06","99.54","103.31","99.73","98.55"
"2000-12-07","100.20","104.03","100.38","99.27"
"2000-12-08","100.46","104.41","100.70","99.29"
"2000-12-11","100.31","104.29","100.54","99.17"
"2000-12-12","100.24","104.38","100.46","99.19"
"2000-12-13","100.60","104.88","100.84","99.39"
"2000-12-14","100.67","104.68","100.88","99.59"
"2000-12-15","100.44","104.17","100.63","99.50"
"2000-12-18","99.95","103.71","100.18","98.82"
"2000-12-19","100.28","104.18","100.53","99.06"
"2000-12-20","100.08","103.68","100.24","99.28"
"2000-12-21","100.32","103.96","100.35","100.15"
"2000-12-22","100.34","103.83","100.33","100.36"
"2000-12-25","100.34","103.83","100.33","100.36"
"2000-12-26","100.34","103.83","100.33","100.36"
"2000-12-27","100.75","104.30","100.70","100.96"
"2000-12-28","101.12","104.84","101.07","101.32"
"2000-12-29","101.40","104.86","101.28","101.89"
"2001-01-01","101.40","104.86","101.28","101.89"
"2001-01-02","101.66","105.14","101.46","102.60"
"2001-01-03","101.56","105.02","101.27","102.90"
"2001-01-04","101.55","105.06","101.40","102.27"
"2001-01-05","101.39","104.83","101.17","102.37"
"2001-01-08","101.77","105.26","101.62","102.46"
"2001-01-09","101.79","105.55","101.66","102.38"
"2001-01-10","101.64","105.45","101.44","102.56"
"2001-01-11","101.76","105.52","101.50","103.00"
"2001-01-12","101.96","105.90","101.70","103.17"
"2001-01-15","101.62","105.83","101.36","102.79"
"2001-01-16","101.65","105.89","101.35","103.00"
"2001-01-17","101.22","105.57","101.02","102.14"
"2001-01-18","100.74","104.76","100.48","101.93"
"2001-01-19","100.85","104.87","100.67","101.65"
"2001-01-22","101.33","105.32","101.15","102.14"
"2001-01-23","101.32","105.29","101.14","102.11"
"2001-01-24","101.18","105.51","101.11","101.46"
"2001-01-25","101.48","105.79","101.40","101.83"
"2001-01-26","101.61","105.98","101.52","101.97"
"2001-01-29","101.94","106.28","101.90","102.11"
"2001-01-30","101.89","105.92","101.82","102.19"
"2001-01-31","101.77","105.77","101.70","102.07"
