"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1978-10","Canada","2016A000011124","Terms of trade, index 2017=100","2017=100","402","units","0","v61992664","1.15","90.3","","","","1"
"1978-10","Canada","2016A000011124","Real household disposable income, volume index 2017=100","2017=100","402","units","0","v61992665","1.16","38.9","","","","1"
"1979-01","Canada","2016A000011124","Real gross domestic product, volume index 2017=100","2017=100","402","units","0","v61992650","1.1","40.3","","","","1"
"1979-01","Canada","2016A000011124","Real gross domestic product, volume index 2017=100, percent change","2017=100","402","units","0","v61992651","1.2","0.8","","","","1"
"1979-01","Canada","2016A000011124","Real gross domestic income, volume index 2017=100","2017=100","402","units","0","v61992652","1.3","39.3","","","","1"
"1979-01","Canada","2016A000011124","Real gross domestic income, volume index 2017=100, percent change","Percent","239","units","0","v61992653","1.4","1.0","","","","1"
"1979-01","Canada","2016A000011124","Real gross domestic product, contribution to real gross domestic income percent change","Percent","239","units","0","v61992654","1.5","0.798","","","","3"
"1979-01","Canada","2016A000011124","Real exchange rate, contribution to real gross domestic income percent change","Percent","239","units","0","v61992655","1.6","-0.004","","","","3"
"1979-01","Canada","2016A000011124","Terms of trade, contribution to real gross domestic income percent change","Percent","239","units","0","v61992656","1.7","0.198","","","","3"
"1979-01","Canada","2016A000011124","Real gross national income, volume index 2017=100","2017=100","402","units","0","v61992657","1.8","38.7","","","","1"
"1979-01","Canada","2016A000011124","Real gross national income, volume index 2017=100, percent change","Percent","239","units","0","v61992658","1.9","1.1","","","","1"
"1979-01","Canada","2016A000011124","Real gross domestic income, contribution to real gross national income percent change","Percent","239","units","0","v61992744","1.10","1.020","","","","3"
"1979-01","Canada","2016A000011124","Investment income received from non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992660","1.11","0.754","","","","3"
"1979-01","Canada","2016A000011124","Less: investment income paid to non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992661","1.12","0.641","","","","3"
"1979-01","Canada","2016A000011124","Compensation of employees, Canadians working abroad, contribution to real gross national income percent change","Percent","239","units","0","v62690309","1.17","0.000","","","","3"
"1979-01","Canada","2016A000011124","Less: compensation of employees, non-residents working in Canada, contribution to real gross national income percent change","Percent","239","units","0","v62690310","1.18","0.002","","","","3"
"1979-01","Canada","2016A000011124","Gross final domestic expenditure, implicit price index 2017=100","2017=100","402","units","0","v61992662","1.13","32.3","","","","1"
"1979-01","Canada","2016A000011124","Real exchange rate, index 2017=100","2017=100","402","units","0","v61992663","1.14","148.2","","","","1"
"1979-01","Canada","2016A000011124","Terms of trade, index 2017=100","2017=100","402","units","0","v61992664","1.15","91.0","","","","1"
"1979-01","Canada","2016A000011124","Real household disposable income, volume index 2017=100","2017=100","402","units","0","v61992665","1.16","39.0","","","","1"
"1979-04","Canada","2016A000011124","Real gross domestic product, volume index 2017=100","2017=100","402","units","0","v61992650","1.1","40.8","","","","1"
"1979-04","Canada","2016A000011124","Real gross domestic product, volume index 2017=100, percent change","2017=100","402","units","0","v61992651","1.2","1.3","","","","1"
"1979-04","Canada","2016A000011124","Real gross domestic income, volume index 2017=100","2017=100","402","units","0","v61992652","1.3","40.3","","","","1"
"1979-04","Canada","2016A000011124","Real gross domestic income, volume index 2017=100, percent change","Percent","239","units","0","v61992653","1.4","2.5","","","","1"
"1979-04","Canada","2016A000011124","Real gross domestic product, contribution to real gross domestic income percent change","Percent","239","units","0","v61992654","1.5","1.327","","","","3"
"1979-04","Canada","2016A000011124","Real exchange rate, contribution to real gross domestic income percent change","Percent","239","units","0","v61992655","1.6","0.001","","","","3"
"1979-04","Canada","2016A000011124","Terms of trade, contribution to real gross domestic income percent change","Percent","239","units","0","v61992656","1.7","1.150","","","","3"
"1979-04","Canada","2016A000011124","Real gross national income, volume index 2017=100","2017=100","402","units","0","v61992657","1.8","39.7","","","","1"
"1979-04","Canada","2016A000011124","Real gross national income, volume index 2017=100, percent change","Percent","239","units","0","v61992658","1.9","2.5","","","","1"
"1979-04","Canada","2016A000011124","Real gross domestic income, contribution to real gross national income percent change","Percent","239","units","0","v61992744","1.10","2.546","","","","3"
"1979-04","Canada","2016A000011124","Investment income received from non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992660","1.11","-0.211","","","","3"
"1979-04","Canada","2016A000011124","Less: investment income paid to non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992661","1.12","-0.133","","","","3"
"1979-04","Canada","2016A000011124","Compensation of employees, Canadians working abroad, contribution to real gross national income percent change","Percent","239","units","0","v62690309","1.17","0.003","","","","3"
"1979-04","Canada","2016A000011124","Less: compensation of employees, non-residents working in Canada, contribution to real gross national income percent change","Percent","239","units","0","v62690310","1.18","0.002","","","","3"
"1979-04","Canada","2016A000011124","Gross final domestic expenditure, implicit price index 2017=100","2017=100","402","units","0","v61992662","1.13","33.0","","","","1"
"1979-04","Canada","2016A000011124","Real exchange rate, index 2017=100","2017=100","402","units","0","v61992663","1.14","149.3","","","","1"
"1979-04","Canada","2016A000011124","Terms of trade, index 2017=100","2017=100","402","units","0","v61992664","1.15","95.1","","","","1"
"1979-04","Canada","2016A000011124","Real household disposable income, volume index 2017=100","2017=100","402","units","0","v61992665","1.16","40.1","","","","1"
"1979-07","Canada","2016A000011124","Real gross domestic product, volume index 2017=100","2017=100","402","units","0","v61992650","1.1","41.1","","","","1"
"1979-07","Canada","2016A000011124","Real gross domestic product, volume index 2017=100, percent change","2017=100","402","units","0","v61992651","1.2","0.7","","","","1"
"1979-07","Canada","2016A000011124","Real gross domestic income, volume index 2017=100","2017=100","402","units","0","v61992652","1.3","40.6","","","","1"
"1979-07","Canada","2016A000011124","Real gross domestic income, volume index 2017=100, percent change","Percent","239","units","0","v61992653","1.4","0.7","","","","1"
"1979-07","Canada","2016A000011124","Real gross domestic product, contribution to real gross domestic income percent change","Percent","239","units","0","v61992654","1.5","0.733","","","","3"
"1979-07","Canada","2016A000011124","Real exchange rate, contribution to real gross domestic income percent change","Percent","239","units","0","v61992655","1.6","0.014","","","","3"
"1979-07","Canada","2016A000011124","Terms of trade, contribution to real gross domestic income percent change","Percent","239","units","0","v61992656","1.7","-0.002","","","","3"
"1979-07","Canada","2016A000011124","Real gross national income, volume index 2017=100","2017=100","402","units","0","v61992657","1.8","40.0","","","","1"
"1979-07","Canada","2016A000011124","Real gross national income, volume index 2017=100, percent change","Percent","239","units","0","v61992658","1.9","0.7","","","","1"
"1979-07","Canada","2016A000011124","Real gross domestic income, contribution to real gross national income percent change","Percent","239","units","0","v61992744","1.10","0.766","","","","3"
"1979-07","Canada","2016A000011124","Investment income received from non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992660","1.11","0.251","","","","3"
"1979-07","Canada","2016A000011124","Less: investment income paid to non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992661","1.12","0.269","","","","3"
"1979-07","Canada","2016A000011124","Compensation of employees, Canadians working abroad, contribution to real gross national income percent change","Percent","239","units","0","v62690309","1.17","0.001","","","","3"
"1979-07","Canada","2016A000011124","Less: compensation of employees, non-residents working in Canada, contribution to real gross national income percent change","Percent","239","units","0","v62690310","1.18","0.000","","","","3"
"1979-07","Canada","2016A000011124","Gross final domestic expenditure, implicit price index 2017=100","2017=100","402","units","0","v61992662","1.13","33.7","","","","1"
"1979-07","Canada","2016A000011124","Real exchange rate, index 2017=100","2017=100","402","units","0","v61992663","1.14","153.4","","","","1"
"1979-07","Canada","2016A000011124","Terms of trade, index 2017=100","2017=100","402","units","0","v61992664","1.15","95.1","","","","1"
"1979-07","Canada","2016A000011124","Real household disposable income, volume index 2017=100","2017=100","402","units","0","v61992665","1.16","39.7","","","","1"
"1979-10","Canada","2016A000011124","Real gross domestic product, volume index 2017=100","2017=100","402","units","0","v61992650","1.1","41.4","","","","1"
"1979-10","Canada","2016A000011124","Real gross domestic product, volume index 2017=100, percent change","2017=100","402","units","0","v61992651","1.2","0.7","","","","1"
"1979-10","Canada","2016A000011124","Real gross domestic income, volume index 2017=100","2017=100","402","units","0","v61992652","1.3","41.0","","","","1"
"1979-10","Canada","2016A000011124","Real gross domestic income, volume index 2017=100, percent change","Percent","239","units","0","v61992653","1.4","1.0","","","","1"
"1979-10","Canada","2016A000011124","Real gross domestic product, contribution to real gross domestic income percent change","Percent","239","units","0","v61992654","1.5","0.671","","","","3"
"1979-10","Canada","2016A000011124","Real exchange rate, contribution to real gross domestic income percent change","Percent","239","units","0","v61992655","1.6","0.017","","","","3"
"1979-10","Canada","2016A000011124","Terms of trade, contribution to real gross domestic income percent change","Percent","239","units","0","v61992656","1.7","0.329","","","","3"
"1979-10","Canada","2016A000011124","Real gross national income, volume index 2017=100","2017=100","402","units","0","v61992657","1.8","40.4","","","","1"
"1979-10","Canada","2016A000011124","Real gross national income, volume index 2017=100, percent change","Percent","239","units","0","v61992658","1.9","0.9","","","","1"
"1979-10","Canada","2016A000011124","Real gross domestic income, contribution to real gross national income percent change","Percent","239","units","0","v61992744","1.10","1.046","","","","3"
"1979-10","Canada","2016A000011124","Investment income received from non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992660","1.11","-0.003","","","","3"
"1979-10","Canada","2016A000011124","Less: investment income paid to non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992661","1.12","0.092","","","","3"
"1979-10","Canada","2016A000011124","Compensation of employees, Canadians working abroad, contribution to real gross national income percent change","Percent","239","units","0","v62690309","1.17","0.001","","","","3"
"1979-10","Canada","2016A000011124","Less: compensation of employees, non-residents working in Canada, contribution to real gross national income percent change","Percent","239","units","0","v62690310","1.18","0.003","","","","3"
"1979-10","Canada","2016A000011124","Gross final domestic expenditure, implicit price index 2017=100","2017=100","402","units","0","v61992662","1.13","34.4","","","","1"
"1979-10","Canada","2016A000011124","Real exchange rate, index 2017=100","2017=100","402","units","0","v61992663","1.14","157.6","","","","1"
"1979-10","Canada","2016A000011124","Terms of trade, index 2017=100","2017=100","402","units","0","v61992664","1.15","96.3","","","","1"
"1979-10","Canada","2016A000011124","Real household disposable income, volume index 2017=100","2017=100","402","units","0","v61992665","1.16","40.3","","","","1"
"1980-01","Canada","2016A000011124","Real gross domestic product, volume index 2017=100","2017=100","402","units","0","v61992650","1.1","41.7","","","","1"
"1980-01","Canada","2016A000011124","Real gross domestic product, volume index 2017=100, percent change","2017=100","402","units","0","v61992651","1.2","0.7","","","","1"
"1980-01","Canada","2016A000011124","Real gross domestic income, volume index 2017=100","2017=100","402","units","0","v61992652","1.3","41.3","","","","1"
"1980-01","Canada","2016A000011124","Real gross domestic income, volume index 2017=100, percent change","Percent","239","units","0","v61992653","1.4","0.7","","","","1"
"1980-01","Canada","2016A000011124","Real gross domestic product, contribution to real gross domestic income percent change","Percent","239","units","0","v61992654","1.5","0.694","","","","3"
"1980-01","Canada","2016A000011124","Real exchange rate, contribution to real gross domestic income percent change","Percent","239","units","0","v61992655","1.6","0.027","","","","3"
"1980-01","Canada","2016A000011124","Terms of trade, contribution to real gross domestic income percent change","Percent","239","units","0","v61992656","1.7","0.016","","","","3"
"1980-01","Canada","2016A000011124","Real gross national income, volume index 2017=100","2017=100","402","units","0","v61992657","1.8","40.6","","","","1"
"1980-01","Canada","2016A000011124","Real gross national income, volume index 2017=100, percent change","Percent","239","units","0","v61992658","1.9","0.6","","","","1"
"1980-01","Canada","2016A000011124","Real gross domestic income, contribution to real gross national income percent change","Percent","239","units","0","v61992744","1.10","0.758","","","","3"
"1980-01","Canada","2016A000011124","Investment income received from non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992660","1.11","-0.258","","","","3"
"1980-01","Canada","2016A000011124","Less: investment income paid to non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992661","1.12","-0.100","","","","3"
"1980-01","Canada","2016A000011124","Compensation of employees, Canadians working abroad, contribution to real gross national income percent change","Percent","239","units","0","v62690309","1.17","0.001","","","","3"
"1980-01","Canada","2016A000011124","Less: compensation of employees, non-residents working in Canada, contribution to real gross national income percent change","Percent","239","units","0","v62690310","1.18","0.002","","","","3"
"1980-01","Canada","2016A000011124","Gross final domestic expenditure, implicit price index 2017=100","2017=100","402","units","0","v61992662","1.13","35.1","","","","1"
"1980-01","Canada","2016A000011124","Real exchange rate, index 2017=100","2017=100","402","units","0","v61992663","1.14","161.2","","","","1"
"1980-01","Canada","2016A000011124","Terms of trade, index 2017=100","2017=100","402","units","0","v61992664","1.15","96.4","","","","1"
"1980-01","Canada","2016A000011124","Real household disposable income, volume index 2017=100","2017=100","402","units","0","v61992665","1.16","40.4","","","","1"
"1980-04","Canada","2016A000011124","Real gross domestic product, volume index 2017=100","2017=100","402","units","0","v61992650","1.1","41.7","","","","1"
"1980-04","Canada","2016A000011124","Real gross domestic product, volume index 2017=100, percent change","2017=100","402","units","0","v61992651","1.2","0.0","","","","1"
"1980-04","Canada","2016A000011124","Real gross domestic income, volume index 2017=100","2017=100","402","units","0","v61992652","1.3","41.0","","","","1"
"1980-04","Canada","2016A000011124","Real gross domestic income, volume index 2017=100, percent change","Percent","239","units","0","v61992653","1.4","-0.6","","","","1"
"1980-04","Canada","2016A000011124","Real gross domestic product, contribution to real gross domestic income percent change","Percent","239","units","0","v61992654","1.5","-0.044","","","","3"
"1980-04","Canada","2016A000011124","Real exchange rate, contribution to real gross domestic income percent change","Percent","239","units","0","v61992655","1.6","0.000","","","","3"
"1980-04","Canada","2016A000011124","Terms of trade, contribution to real gross domestic income percent change","Percent","239","units","0","v61992656","1.7","-0.588","","","","3"
"1980-04","Canada","2016A000011124","Real gross national income, volume index 2017=100","2017=100","402","units","0","v61992657","1.8","40.4","","","","1"
"1980-04","Canada","2016A000011124","Real gross national income, volume index 2017=100, percent change","Percent","239","units","0","v61992658","1.9","-0.5","","","","1"
"1980-04","Canada","2016A000011124","Real gross domestic income, contribution to real gross national income percent change","Percent","239","units","0","v61992744","1.10","-0.651","","","","3"
"1980-04","Canada","2016A000011124","Investment income received from non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992660","1.11","0.172","","","","3"
"1980-04","Canada","2016A000011124","Less: investment income paid to non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992661","1.12","0.046","","","","3"
"1980-04","Canada","2016A000011124","Compensation of employees, Canadians working abroad, contribution to real gross national income percent change","Percent","239","units","0","v62690309","1.17","-0.001","","","","3"
"1980-04","Canada","2016A000011124","Less: compensation of employees, non-residents working in Canada, contribution to real gross national income percent change","Percent","239","units","0","v62690310","1.18","0.000","","","","3"
"1980-04","Canada","2016A000011124","Gross final domestic expenditure, implicit price index 2017=100","2017=100","402","units","0","v61992662","1.13","36.1","","","","1"
"1980-04","Canada","2016A000011124","Real exchange rate, index 2017=100","2017=100","402","units","0","v61992663","1.14","161.3","","","","1"
"1980-04","Canada","2016A000011124","Terms of trade, index 2017=100","2017=100","402","units","0","v61992664","1.15","94.3","","","","1"
"1980-04","Canada","2016A000011124","Real household disposable income, volume index 2017=100","2017=100","402","units","0","v61992665","1.16","40.6","","","","1"
"1980-07","Canada","2016A000011124","Real gross domestic product, volume index 2017=100","2017=100","402","units","0","v61992650","1.1","41.6","","","","1"
"1980-07","Canada","2016A000011124","Real gross domestic product, volume index 2017=100, percent change","2017=100","402","units","0","v61992651","1.2","-0.1","","","","1"
"1980-07","Canada","2016A000011124","Real gross domestic income, volume index 2017=100","2017=100","402","units","0","v61992652","1.3","41.0","","","","1"
"1980-07","Canada","2016A000011124","Real gross domestic income, volume index 2017=100, percent change","Percent","239","units","0","v61992653","1.4","0.0","","","","1"
"1980-07","Canada","2016A000011124","Real gross domestic product, contribution to real gross domestic income percent change","Percent","239","units","0","v61992654","1.5","-0.083","","","","3"
"1980-07","Canada","2016A000011124","Real exchange rate, contribution to real gross domestic income percent change","Percent","239","units","0","v61992655","1.6","0.000","","","","3"
"1980-07","Canada","2016A000011124","Terms of trade, contribution to real gross domestic income percent change","Percent","239","units","0","v61992656","1.7","0.078","","","","3"
"1980-07","Canada","2016A000011124","Real gross national income, volume index 2017=100","2017=100","402","units","0","v61992657","1.8","40.5","","","","1"
"1980-07","Canada","2016A000011124","Real gross national income, volume index 2017=100, percent change","Percent","239","units","0","v61992658","1.9","0.2","","","","1"
"1980-07","Canada","2016A000011124","Real gross domestic income, contribution to real gross national income percent change","Percent","239","units","0","v61992744","1.10","-0.005","","","","3"
"1980-07","Canada","2016A000011124","Investment income received from non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992660","1.11","-0.080","","","","3"
"1980-07","Canada","2016A000011124","Less: investment income paid to non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992661","1.12","-0.250","","","","3"
"1980-07","Canada","2016A000011124","Compensation of employees, Canadians working abroad, contribution to real gross national income percent change","Percent","239","units","0","v62690309","1.17","0.002","","","","3"
"1980-07","Canada","2016A000011124","Less: compensation of employees, non-residents working in Canada, contribution to real gross national income percent change","Percent","239","units","0","v62690310","1.18","0.001","","","","3"
"1980-07","Canada","2016A000011124","Gross final domestic expenditure, implicit price index 2017=100","2017=100","402","units","0","v61992662","1.13","37.0","","","","1"
"1980-07","Canada","2016A000011124","Real exchange rate, index 2017=100","2017=100","402","units","0","v61992663","1.14","161.2","","","","1"
"1980-07","Canada","2016A000011124","Terms of trade, index 2017=100","2017=100","402","units","0","v61992664","1.15","94.6","","","","1"
"1980-07","Canada","2016A000011124","Real household disposable income, volume index 2017=100","2017=100","402","units","0","v61992665","1.16","40.8","","","","1"
"1980-10","Canada","2016A000011124","Real gross domestic product, volume index 2017=100","2017=100","402","units","0","v61992650","1.1","42.2","","","","1"
"1980-10","Canada","2016A000011124","Real gross domestic product, volume index 2017=100, percent change","2017=100","402","units","0","v61992651","1.2","1.4","","","","1"
"1980-10","Canada","2016A000011124","Real gross domestic income, volume index 2017=100","2017=100","402","units","0","v61992652","1.3","41.6","","","","1"
"1980-10","Canada","2016A000011124","Real gross domestic income, volume index 2017=100, percent change","Percent","239","units","0","v61992653","1.4","1.3","","","","1"
"1980-10","Canada","2016A000011124","Real gross domestic product, contribution to real gross domestic income percent change","Percent","239","units","0","v61992654","1.5","1.384","","","","3"
"1980-10","Canada","2016A000011124","Real exchange rate, contribution to real gross domestic income percent change","Percent","239","units","0","v61992655","1.6","-0.015","","","","3"
"1980-10","Canada","2016A000011124","Terms of trade, contribution to real gross domestic income percent change","Percent","239","units","0","v61992656","1.7","-0.078","","","","3"
"1980-10","Canada","2016A000011124","Real gross national income, volume index 2017=100","2017=100","402","units","0","v61992657","1.8","41.0","","","","1"
"1980-10","Canada","2016A000011124","Real gross national income, volume index 2017=100, percent change","Percent","239","units","0","v61992658","1.9","1.4","","","","1"
"1980-10","Canada","2016A000011124","Real gross domestic income, contribution to real gross national income percent change","Percent","239","units","0","v61992744","1.10","1.325","","","","3"
"1980-10","Canada","2016A000011124","Investment income received from non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992660","1.11","0.132","","","","3"
"1980-10","Canada","2016A000011124","Less: investment income paid to non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992661","1.12","0.074","","","","3"
"1980-10","Canada","2016A000011124","Compensation of employees, Canadians working abroad, contribution to real gross national income percent change","Percent","239","units","0","v62690309","1.17","0.000","","","","3"
"1980-10","Canada","2016A000011124","Less: compensation of employees, non-residents working in Canada, contribution to real gross national income percent change","Percent","239","units","0","v62690310","1.18","0.002","","","","3"
"1980-10","Canada","2016A000011124","Gross final domestic expenditure, implicit price index 2017=100","2017=100","402","units","0","v61992662","1.13","38.1","","","","1"
"1980-10","Canada","2016A000011124","Real exchange rate, index 2017=100","2017=100","402","units","0","v61992663","1.14","160.0","","","","1"
"1980-10","Canada","2016A000011124","Terms of trade, index 2017=100","2017=100","402","units","0","v61992664","1.15","94.3","","","","1"
"1980-10","Canada","2016A000011124","Real household disposable income, volume index 2017=100","2017=100","402","units","0","v61992665","1.16","41.5","","","","1"
"1981-01","Canada","2016A000011124","Real gross domestic product, volume index 2017=100","2017=100","402","units","0","v61992650","1.1","43.1","","","","1"
"1981-01","Canada","2016A000011124","Real gross domestic product, volume index 2017=100, percent change","2017=100","402","units","0","v61992651","1.2","2.2","","","","1"
"1981-01","Canada","2016A000011124","Real gross domestic income, volume index 2017=100","2017=100","402","units","0","v61992652","1.3","42.2","","","","1"
"1981-01","Canada","2016A000011124","Real gross domestic income, volume index 2017=100, percent change","Percent","239","units","0","v61992653","1.4","1.5","","","","1"
"1981-01","Canada","2016A000011124","Real gross domestic product, contribution to real gross domestic income percent change","Percent","239","units","0","v61992654","1.5","2.154","","","","3"
"1981-01","Canada","2016A000011124","Real exchange rate, contribution to real gross domestic income percent change","Percent","239","units","0","v61992655","1.6","0.009","","","","3"
"1981-01","Canada","2016A000011124","Terms of trade, contribution to real gross domestic income percent change","Percent","239","units","0","v61992656","1.7","-0.691","","","","3"
"1981-01","Canada","2016A000011124","Real gross national income, volume index 2017=100","2017=100","402","units","0","v61992657","1.8","41.4","","","","1"
"1981-01","Canada","2016A000011124","Real gross national income, volume index 2017=100, percent change","Percent","239","units","0","v61992658","1.9","0.9","","","","1"
"1981-01","Canada","2016A000011124","Real gross domestic income, contribution to real gross national income percent change","Percent","239","units","0","v61992744","1.10","1.515","","","","3"
"1981-01","Canada","2016A000011124","Investment income received from non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992660","1.11","0.386","","","","3"
"1981-01","Canada","2016A000011124","Less: investment income paid to non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992661","1.12","0.979","","","","3"
"1981-01","Canada","2016A000011124","Compensation of employees, Canadians working abroad, contribution to real gross national income percent change","Percent","239","units","0","v62690309","1.17","0.001","","","","3"
"1981-01","Canada","2016A000011124","Less: compensation of employees, non-residents working in Canada, contribution to real gross national income percent change","Percent","239","units","0","v62690310","1.18","0.001","","","","3"
"1981-01","Canada","2016A000011124","Gross final domestic expenditure, implicit price index 2017=100","2017=100","402","units","0","v61992662","1.13","39.4","","","","1"
"1981-01","Canada","2016A000011124","Real exchange rate, index 2017=100","2017=100","402","units","0","v61992663","1.14","161.4","","","","1"
"1981-01","Canada","2016A000011124","Terms of trade, index 2017=100","2017=100","402","units","0","v61992664","1.15","92.1","","","","1"
"1981-01","Canada","2016A000011124","Real household disposable income, volume index 2017=100","2017=100","402","units","0","v61992665","1.16","42.1","","","","1"
"1981-04","Canada","2016A000011124","Real gross domestic product, volume index 2017=100","2017=100","402","units","0","v61992650","1.1","43.6","","","","1"
"1981-04","Canada","2016A000011124","Real gross domestic product, volume index 2017=100, percent change","2017=100","402","units","0","v61992651","1.2","1.1","","","","1"
"1981-04","Canada","2016A000011124","Real gross domestic income, volume index 2017=100","2017=100","402","units","0","v61992652","1.3","42.7","","","","1"
"1981-04","Canada","2016A000011124","Real gross domestic income, volume index 2017=100, percent change","Percent","239","units","0","v61992653","1.4","1.2","","","","1"
"1981-04","Canada","2016A000011124","Real gross domestic product, contribution to real gross domestic income percent change","Percent","239","units","0","v61992654","1.5","1.093","","","","3"
"1981-04","Canada","2016A000011124","Real exchange rate, contribution to real gross domestic income percent change","Percent","239","units","0","v61992655","1.6","-0.003","","","","3"
"1981-04","Canada","2016A000011124","Terms of trade, contribution to real gross domestic income percent change","Percent","239","units","0","v61992656","1.7","0.096","","","","3"
"1981-04","Canada","2016A000011124","Real gross national income, volume index 2017=100","2017=100","402","units","0","v61992657","1.8","41.8","","","","1"
"1981-04","Canada","2016A000011124","Real gross national income, volume index 2017=100, percent change","Percent","239","units","0","v61992658","1.9","0.9","","","","1"
"1981-04","Canada","2016A000011124","Real gross domestic income, contribution to real gross national income percent change","Percent","239","units","0","v61992744","1.10","1.226","","","","3"
"1981-04","Canada","2016A000011124","Investment income received from non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992660","1.11","0.213","","","","3"
"1981-04","Canada","2016A000011124","Less: investment income paid to non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992661","1.12","0.569","","","","3"
"1981-04","Canada","2016A000011124","Compensation of employees, Canadians working abroad, contribution to real gross national income percent change","Percent","239","units","0","v62690309","1.17","-0.002","","","","3"
"1981-04","Canada","2016A000011124","Less: compensation of employees, non-residents working in Canada, contribution to real gross national income percent change","Percent","239","units","0","v62690310","1.18","-0.004","","","","3"
"1981-04","Canada","2016A000011124","Gross final domestic expenditure, implicit price index 2017=100","2017=100","402","units","0","v61992662","1.13","40.3","","","","1"
"1981-04","Canada","2016A000011124","Real exchange rate, index 2017=100","2017=100","402","units","0","v61992663","1.14","160.2","","","","1"
"1981-04","Canada","2016A000011124","Terms of trade, index 2017=100","2017=100","402","units","0","v61992664","1.15","92.5","","","","1"
"1981-04","Canada","2016A000011124","Real household disposable income, volume index 2017=100","2017=100","402","units","0","v61992665","1.16","42.4","","","","1"
"1981-07","Canada","2016A000011124","Real gross domestic product, volume index 2017=100","2017=100","402","units","0","v61992650","1.1","43.2","","","","1"
"1981-07","Canada","2016A000011124","Real gross domestic product, volume index 2017=100, percent change","2017=100","402","units","0","v61992651","1.2","-0.9","","","","1"
"1981-07","Canada","2016A000011124","Real gross domestic income, volume index 2017=100","2017=100","402","units","0","v61992652","1.3","42.2","","","","1"
"1981-07","Canada","2016A000011124","Real gross domestic income, volume index 2017=100, percent change","Percent","239","units","0","v61992653","1.4","-1.2","","","","1"
"1981-07","Canada","2016A000011124","Real gross domestic product, contribution to real gross domestic income percent change","Percent","239","units","0","v61992654","1.5","-0.899","","","","3"
"1981-07","Canada","2016A000011124","Real exchange rate, contribution to real gross domestic income percent change","Percent","239","units","0","v61992655","1.6","-0.003","","","","3"
"1981-07","Canada","2016A000011124","Terms of trade, contribution to real gross domestic income percent change","Percent","239","units","0","v61992656","1.7","-0.283","","","","3"
"1981-07","Canada","2016A000011124","Real gross national income, volume index 2017=100","2017=100","402","units","0","v61992657","1.8","41.1","","","","1"
"1981-07","Canada","2016A000011124","Real gross national income, volume index 2017=100, percent change","Percent","239","units","0","v61992658","1.9","-1.6","","","","1"
"1981-07","Canada","2016A000011124","Real gross domestic income, contribution to real gross national income percent change","Percent","239","units","0","v61992744","1.10","-1.228","","","","3"
"1981-07","Canada","2016A000011124","Investment income received from non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992660","1.11","0.317","","","","3"
"1981-07","Canada","2016A000011124","Less: investment income paid to non-residents, contribution to real gross national income percent change","Percent","239","units","0","v61992661","1.12","0.714","","","","3"
"1981-07","Canada","2016A000011124","Compensation of employees, Canadians working abroad, contribution to real gross national income percent change","Percent","239","units","0","v62690309","1.17","-0.002","","","","3"
"1981-07","Canada","2016A000011124","Less: compensation of employees, non-residents working in Canada, contribution to real gross national income percent change","Percent","239","units","0","v62690310","1.18","0.003","","","","3"
"1981-07","Canada","2016A000011124","Gross final domestic expenditure, implicit price index 2017=100","2017=100","402","units","0","v61992662","1.13","41.3","","","","1"
"1981-07","Canada","2016A000011124","Real exchange rate, index 2017=100","2017=100","402","units","0","v61992663","1.14","157.6","","","","1"
"1981-07","Canada","2016A000011124","Terms of trade, index 2017=100","2017=100","402","units","0","v61992664","1.15","91.5","","","","1"
"1981-07","Canada","2016A000011124","Real household disposable income, volume index 2017=100","2017=100","402","units","0","v61992665","1.16","42.3","","","","1"
"1981-10","Canada","2016A000011124","Real gross domestic product, volume index 2017=100","2017=100","402","units","0","v61992650","1.1","43.0","","","","1"
"1981-10","Canada","2016A000011124","Real gross domestic product, volume index 2017=100, percent change","2017=100","402","units","0","v61992651","1.2","-0.5","","","","1"
"1981-10","Canada","2016A000011124","Real gross domestic income, volume index 2017=100","2017=100","402","units","0","v61992652","1.3","42.0","","","","1"
